Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
16.7 1.28867e+07 609145 1671.54 203.655 10.8524 1.01265 83360.7 287.138 0.937127 -310623 9.79314 20999.9 0.599576 -9.76044 399.769 1.67154 
16.8 1.28006e+07 608748 1691.96 204.74 10.7184 1.01066 83158.4 287.005 0.940074 -314311 9.79308 21182.6 0.60291 -9.76031 397.726 1.69196 
16.9 1.27145e+07 608352 1712.49 205.812 10.5843 1.00866 82955.6 286.872 0.943032 -317981 9.79302 21362.7 0.606207 -9.76018 395.683 1.71249 
17 1.26284e+07 607958 1733.12 206.87 10.4499 1.00666 82752 286.738 0.946001 -321630 9.79295 21540.1 0.609467 -9.76005 393.64 1.73312 
17.1 1.25423e+07 607567 1753.86 207.915 10.3153 1.00465 82547.9 286.603 0.948978 -325259 9.79289 21714.8 0.61269 -9.75992 391.597 1.75386 
17.2 1.24562e+07 607177 1774.7 208.947 10.1805 1.00263 82343.1 286.468 0.951965 -328867 9.79282 21886.7 0.615875 -9.75979 389.554 1.7747 
17.3 1.23701e+07 606790 1795.65 209.965 10.0455 1.0006 82137.7 286.332 0.95496 -332451 9.79276 22055.9 0.619023 -9.75965 387.511 1.79565 
17.4 1.2284e+07 606404 1816.7 210.969 9.91035 0.99857 81931.8 286.195 0.957963 -336011 9.7927 22222.2 0.622133 -9.75952 385.468 1.8167 
17.5 1.21979e+07 606021 1837.84 211.96 9.77497 0.996532 81725.3 286.057 0.960971 -339546 9.79263 22385.7 0.625205 -9.75939 383.425 1.83784 
17.6 1.21118e+07 605639 1859.09 212.938 9.63939 0.994488 81518.3 285.919 0.963986 -343055 9.79257 22546.3 0.62824 -9.75926 381.382 1.85909 
17.7 1.20257e+07 605260 1880.43 213.902 9.50363 0.992437 81310.8 285.781 0.967006 -346537 9.7925 22703.9 0.631237 -9.75913 379.339 1.88043 
17.8 1.19396e+07 604883 1901.87 214.852 9.36768 0.99038 81102.7 285.642 0.97003 -349989 9.79243 22858.7 0.634196 -9.759 377.296 1.90187 
17.9 1.18535e+07 604507 1923.4 215.789 9.23154 0.988318 80894.2 285.502 0.973057 -353412 9.79237 23010.4 0.637118 -9.75887 375.253 1.9234 
18 1.17674e+07 604134 1945.02 216.712 9.09522 0.98625 80685.2 285.361 0.976087 -356804 9.7923 23159.2 0.640001 -9.75875 373.21 1.94502 
18.1 1.16813e+07 603763 1966.74 217.621 8.95872 0.984177 80475.8 285.22 0.979118 -360164 9.79223 23304.9 0.642846 -9.75862 371.167 1.96674 
18.2 1.15952e+07 603394 1988.55 218.517 8.82205 0.982098 80265.9 285.078 0.982149 -363490 9.79217 23447.5 0.645652 -9.75849 369.124 1.98855 
18.3 1.15091e+07 603027 2010.44 219.4 8.68521 0.980014 80055.7 284.936 0.98518 -366782 9.7921 23587.1 0.648421 -9.75836 367.081 2.01044 
18.4 1.1423e+07 602662 2032.43 220.268 8.54819 0.977926 79845 284.793 0.98821 -370038 9.79203 23723.5 0.651151 -9.75823 365.038 2.03243 
18.5 1.13369e+07 602299 2054.5 221.123 8.41101 0.975832 79634 284.65 0.991236 -373257 9.79197 23856.8 0.653842 -9.75811 362.995 2.0545 
18.6 1.12508e+07 601938 2076.65 221.964 8.27367 0.973735 79422.6 284.506 0.99426 -376439 9.7919 23987 0.656495 -9.75798 360.952 2.07665 
18.7 1.11647e+07 601579 2098.89 222.791 8.13616 0.971632 79210.9 284.362 0.997279 -379580 9.79183 24114 0.65911 -9.75785 358.909 2.09889 
18.8 1.10786e+07 601222 2121.21 223.605 7.9985 0.969526 78998.9 284.217 1.00029 -382681 9.79176 24237.7 0.661686 -9.75773 356.866 2.12121 
18.9 1.09925e+07 600867 2143.61 224.405 7.86068 0.967415 78786.5 284.071 1.0033 -385741 9.79169 24358.3 0.664223 -9.7576 354.823 2.14361 
19 1.09064e+07 600515 2166.09 225.191 7.72272 0.9653 78573.9 283.925 1.0063 -388757 9.79162 24475.6 0.666721 -9.75748 352.78 2.16609 
19.1 1.08203e+07 600164 2188.65 225.963 7.58461 0.963182 78361 283.779 1.00928 -391729 9.79155 24589.7 0.66918 -9.75736 350.737 2.18865 
19.2 1.07342e+07 599815 2211.28 226.722 7.44635 0.96106 78147.9 283.632 1.01226 -394656 9.79148 24700.5 0.6716 -9.75723 348.694 2.21128 
19.3 1.06481e+07 599468 2233.99 227.466 7.30795 0.958935 77934.5 283.484 1.01523 -397536 9.79141 24808.1 0.673981 -9.75711 346.651 2.23399 
19.4 1.0562e+07 599124 2256.77 228.197 7.16941 0.956806 77720.9 283.336 1.01818 -400368 9.79134 24912.3 0.676323 -9.75699 344.608 2.25677 
19.5 1.04759e+07 598781 2279.63 228.914 7.03074 0.954674 77507.1 283.188 1.02112 -403151 9.79127 25013.2 0.678626 -9.75687 342.565 2.27963 
19.6 1.03898e+07 598441 2302.56 229.617 6.89194 0.95254 77293.2 283.039 1.02405 -405883 9.7912 25110.9 0.680889 -9.75675 340.522 2.30256 
19.7 1.03037e+07 598102 2325.55 230.306 6.75301 0.950402 77079 282.889 1.02696 -408564 9.79113 25205.1 0.683113 -9.75663 338.479 2.32555 
19.8 1.02176e+07 597766 2348.62 230.982 6.61395 0.948262 76864.7 282.74 1.02985 -411192 9.79106 25296.1 0.685297 -9.75651 336.436 2.34862 
19.9 1.01314e+07 597431 2371.75 231.643 6.47478 0.946119 76650.3 282.589 1.03272 -413766 9.79099 25383.7 0.687442 -9.75639 334.393 2.37175 
20 1.00453e+07 597099 2394.94 232.29 6.33548 0.943974 76435.7 282.439 1.03557 -416284 9.79092 25467.9 0.689548 -9.75627 332.35 2.39494 
20.1 9.95924e+06 596769 2418.2 232.924 6.19607 0.941827 76221.1 282.288 1.0384 -418747 9.79085 25548.8 0.691613 -9.75615 330.307 2.4182 
20.2 9.87314e+06 596441 2441.53 233.544 6.05655 0.939678 76006.4 282.136 1.0412 -421151 9.79078 25626.3 0.693639 -9.75603 328.264 2.44153 
20.3 9.78704e+06 596114 2464.91 234.149 5.91692 0.937527 75791.5 281.984 1.04398 -423497 9.79071 25700.4 0.695625 -9.75592 326.221 2.46491 
20.4 9.70093e+06 595790 2488.36 234.741 5.77718 0.935375 75576.7 281.832 1.04673 -425782 9.79063 25771.1 0.697571 -9.7558 324.178 2.48836 
20.5 9.61483e+06 595468 2511.86 235.319 5.63734 0.93322 75361.8 281.679 1.04946 -428007 9.79056 25838.5 0.699478 -9.75569 322.135 2.51186 
20.6 9.52873e+06 595148 2535.42 235.882 5.4974 0.931065 75146.9 281.526 1.05215 -430169 9.79049 25902.5 0.701344 -9.75557 320.092 2.53542 
20.7 9.44262e+06 594830 2559.04 236.432 5.35737 0.928908 74931.9 281.373 1.05482 -432267 9.79042 25963 0.70317 -9.75546 318.049 2.55904 
20.8 9.35652e+06 594514 2582.71 236.968 5.21724 0.92675 74717 281.219 1.05745 -434301 9.79034 26020.2 0.704956 -9.75535 316.006 2.58271 
20.9 9.27042e+06 594200 2606.43 237.49 5.07703 0.924591 74502.1 281.065 1.06005 -436270 9.79027 26074.1 0.706702 -9.75524 313.963 2.60643 
21 9.18431e+06 593888 2630.2 237.997 4.93673 0.922431 74287.2 280.911 1.06262 -438171 9.7902 26124.5 0.708407 -9.75513 311.92 2.6302 
21.1 9.09821e+06 593578 2654.03 238.491 4.79634 0.920271 74072.4 280.756 1.06515 -440004 9.79013 26171.5 0.710072 -9.75502 309.877 2.65403 
21.2 9.01211e+06 593270 2677.9 238.971 4.65588 0.91811 73857.7 280.601 1.06764 -441769 9.79005 26215.2 0.711697 -9.75491 307.834 2.6779 
21.3 8.92601e+06 592964 2701.82 239.436 4.51534 0.915948 73643 280.446 1.07009 -443463 9.78998 26255.5 0.713281 -9.7548 305.791 2.70182 
21.4 8.8399e+06 592661 2725.79 239.888 4.37472 0.913787 73428.5 280.29 1.07249 -445087 9.78991 26292.4 0.714824 -9.75469 303.748 2.72579 
21.5 8.7538e+06 592359 2749.8 240.325 4.23403 0.911625 73214 280.134 1.07486 -446638 9.78983 26326 0.716327 -9.75459 301.705 2.7498 
21.6 8.6677e+06 592059 2773.85 240.749 4.09328 0.909464 72999.7 279.978 1.07718 -448117 9.78976 26356.2 0.717789 -9.75448 299.662 2.77385 
21.7 8.58159e+06 591762 2797.95 241.158 3.95246 0.907302 72785.5 279.821 1.07946 -449521 9.78968 26383.1 0.719211 -9.75437 297.619 2.79795 
21.8 8.49549e+06 591466 2822.08 241.553 3.81157 0.905141 72571.5 279.665 1.08169 -450851 9.78961 26406.6 0.720591 -9.75427 295.576 2.82208 
21.9 8.40939e+06 591173 2846.26 241.934 3.67063 0.902981 72357.6 279.508 1.08387 -452105 9.78954 26426.7 0.721931 -9.75417 293.533 2.84626 
22 8.32329e+06 590881 2870.47 242.301 3.52964 0.900821 72143.9 279.35 1.086 -453282 9.78946 26443.6 0.72323 -9.75407 291.49 2.87047 
22.1 8.23718e+06 590592 2894.72 242.654 3.38858 0.898662 71930.4 279.193 1.08808 -454383 9.78939 26457.1 0.724488 -9.75396 289.447 2.89472 
22.2 8.15108e+06 590304 2919 242.993 3.24748 0.896504 71717.2 279.035 1.09011 -455405 9.78931 26467.3 0.725704 -9.75386 287.404 2.919 
22.3 8.06498e+06 590019 2943.31 243.318 3.10633 0.894346 71504.1 278.877 1.09208 -456348 9.78924 26474.3 0.72688 -9.75376 285.361 2.94331 
22.4 7.97887e+06 589736 2967.66 243.629 2.96513 0.89219 71291.3 278.719 1.09399 -457212 9.78916 26477.9 0.728014 -9.75367 283.318 2.96766 
22.5 7.89277e+06 589454 2992.04 243.925 2.82389 0.890036 71078.7 278.561 1.09585 -457995 9.78909 26478.3 0.729107 -9.75357 281.275 2.99204 
22.6 7.80667e+06 589175 3016.45 244.207 2.68261 0.887883 70866.4 278.402 1.09765 -458698 9.78901 26475.5 0.730159 -9.75347 279.232 3.01645 
22.7 7.72056e+06 588898 3040.88 244.476 2.54129 0.885731 70654.4 278.244 1.09939 -459319 9.78894 26469.4 0.73117 -9.75338 277.189 3.04088 
22.8 7.63446e+06 588623 3065.34 244.73 2.39993 0.883581 70442.7 278.085 1.10107 -459858 9.78886 26460 0.732139 -9.75328 275.146 3.06534 
22.9 7.54836e+06 588350 3089.83 244.97 2.25854 0.881433 70231.2 277.926 1.10269 -460315 9.78879 26447.5 0.733066 -9.75319 273.103 3.08983 
23 7.46226e+06 588079 3114.33 245.196 2.11712 0.879287 70020.1 277.767 1.10424 -460689 9.78871 26431.8 0.733952 -9.7531 271.06 3.11433 
23.1 7.37615e+06 587810 3138.86 245.407 1.97567 0.877143 69809.3 277.607 1.10573 -460980 9.78864 26412.9 0.734797 -9.753 269.017 3.13886 
23.2 7.29005e+06 587543 3163.41 245.605 1.83419 0.875001 69598.9 277.448 1.10715 -461187 9.78856 26390.8 0.7356 -9.75291 266.974 3.16341 
23.3 7.20395e+06 587278 3187.98 245.788 1.69269 0.872862 69388.8 277.288 1.1085 -461310 9.78849 26365.6 0.736361 -9.75283 264.931 3.18798 
23.4 7.11784e+06 587015 3212.57 245.958 1.55116 0.870725 69179.1 277.129 1.10979 -461349 9.78841 26337.3 0.73708 -9.75274 262.888 3.21257 
23.5 7.03174e+06 586754 3237.17 246.113 1.40961 0.868591 68969.7 276.969 1.111 -461304 9.78834 26305.9 0.737758 -9.75265 260.845 3.23717 
23.6 6.94564e+06 586495 3261.79 246.254 1.26804 0.866459 68760.7 276.809 1.11215 -461174 9.78826 26271.4 0.738393 -9.75256 258.802 3.26179 
23.7 6.85954e+06 586238 3286.42 246.381 1.12645 0.86433 68552.2 276.649 1.11322 -460960 9.78819 26233.9 0.738987 -9.75248 256.759 3.28642 
23.8 6.77343e+06 585984 3311.07 246.493 0.984838 0.862205 68344 276.489 1.11422 -460661 9.78811 26193.3 0.739539 -9.75239 254.716 3.31107 
23.9 6.68733e+06 585731 3335.72 246.592 0.843215 0.860082 68136.3 276.329 1.11515 -460278 9.78803 26149.7 0.740048 -9.75231 252.673 3.33572 
24 6.60123e+06 585480 3360.39 246.676 0.701577 0.857963 67929 276.169 1.11601 -459810 9.78796 26103.1 0.740516 -9.75223 250.63 3.36039 
24.1 6.51512e+06 585232 3385.06 246.746 0.559926 0.855847 67722.2 276.009 1.11679 -459257 9.78788 26053.6 0.740942 -9.75215 248.587 3.38506 
24.2 6.42902e+06 584985 3409.73 246.802 0.418263 0.853734 67515.8 275.849 1.11749 -458620 9.78781 26001 0.741325 -9.75207 246.544 3.40973 
24.3 6.34292e+06 584741 3434.42 246.844 0.276589 0.851625 67309.9 275.688 1.11812 -457900 9.78773 25945.6 0.741666 -9.75199 244.501 3.43442 
24.4 6.25681e+06 584498 3459.1 246.872 0.134904 0.84952 67104.5 275.528 1.11867 -457095 9.78766 25887.3 0.741965 -9.75191 242.458 3.4591 
24.5 6.17071e+06 584258 3483.79 246.885 -0.00678913 0.847419 66899.5 275.368 1.11914 -456208 9.78758 25826 0.742221 -9.75183 240.415 3.48379 
24.6 6.08461e+06 584019 3508.48 246.884 -0.148491 0.845321 66695.1 275.207 1.11954 -455237 9.7875 25762 0.742436 -9.75176 238.372 3.50848 
24.7 5.99851e+06 583783 3533.17 246.87 -0.290201 0.843228 66491.2 275.047 1.11986 -454184 9.78743 25695.1 0.742607 -9.75168 236.329 3.53317 
24.8 5.9124e+06 583549 3557.85 246.841 -0.431918 0.841139 66287.8 274.887 1.1201 -453049 9.78735 25625.4 0.742736 -9.75161 234.286 3.55785 
24.9 5.8263e+06 583317 3582.53 246.797 -0.573641 0.839054 66084.9 274.727 1.12026 -451833 9.78728 25552.9 0.742823 -9.75154 232.243 3.58253 
25 5.7402e+06 583086 3607.21 246.74 -0.715371 0.836973 65882.6 274.566 1.12034 -450536 9.7872 25477.7 0.742867 -9.75147 230.2 3.60721 
25.1 5.7402e+06 582856 3631.88 246.669 -0.70935 0.834897 65680.9 274.406 1.12034 -449159 9.78713 25399.8 0.742868 -9.7514 230.2 3.63188 
25.2 5.7402e+06 582626 3656.54 246.598 -0.703337 0.832825 65479.7 274.246 1.12035 -447789 9.78705 25322.2 0.742871 -9.75133 230.2 3.65654 
25.3 5.7402e+06 582396 3681.2 246.527 -0.697331 0.830759 65279 274.086 1.12036 -446427 9.78697 25245 0.742876 -9.75126 230.2 3.6812 
25.4 5.7402e+06 582166 3705.85 246.458 -0.691334 0.828696 65078.9 273.926 1.12037 -445072 9.7869 25168 0.742883 -9.75119 230.2 3.70585 
25.5 5.7402e+06 581935 3730.49 246.388 -0.685344 0.826638 64879.4 273.766 1.12039 -443724 9.78682 25091.5 0.742892 -9.75112 230.2 3.73049 
25.6 5.7402e+06 581705 3755.13 246.32 -0.679361 0.824585 64680.4 273.606 1.12041 -442383 9.78675 25015.2 0.742902 -9.75105 230.2 3.75513 
25.7 5.7402e+06 581475 3779.76 246.252 -0.673387 0.822536 64482 273.446 1.12043 -441049 9.78667 24939.3 0.742914 -9.75097 230.2 3.77976 
25.8 5.7402e+06 581245 3804.38 246.185 -0.66742 0.820491 64284.1 273.286 1.12046 -439723 9.7866 24863.7 0.742928 -9.7509 230.2 3.80438 
25.9 5.7402e+06 581015 3828.99 246.118 -0.66146 0.818451 64086.8 273.126 1.12048 -438403 9.78652 24788.4 0.742944 -9.75083 230.2 3.82899 
26 5.7402e+06 580784 3853.6 246.052 -0.655508 0.816416 63890 272.967 1.12052 -437090 9.78645 24713.5 0.742962 -9.75076 230.2 3.8536 
26.1 5.7402e+06 580554 3878.2 245.986 -0.649563 0.814385 63693.8 272.807 1.12055 -435785 9.78637 24638.9 0.742981 -9.75069 230.2 3.8782 
26.2 5.7402e+06 580324 3902.8 245.921 -0.643625 0.812358 63498.1 272.647 1.12059 -434486 9.78629 24564.6 0.743003 -9.75062 230.2 3.9028 
26.3 5.7402e+06 580094 3927.39 245.857 -0.637695 0.810336 63302.9 272.488 1.12064 -433194 9.78622 24490.6 0.743026 -9.75055 230.2 3.92739 
26.4 5.7402e+06 579864 3951.97 245.793 -0.631771 0.808318 63108.3 272.328 1.12068 -431909 9.78614 24416.9 0.743051 -9.75048 230.2 3.95197 
26.5 5.7402e+06 579633 3976.55 245.73 -0.625855 0.806304 62914.2 272.169 1.12073 -430631 9.78607 24343.6 0.743077 -9.75041 230.2 3.97655 
26.6 5.7402e+06 579403 4001.12 245.667 -0.619946 0.804295 62720.7 272.009 1.12078 -429359 9.78599 24270.6 0.743106 -9.75034 230.2 4.00112 
26.7 5.7402e+06 579173 4025.68 245.605 -0.614043 0.802291 62527.7 271.85 1.12084 -428095 9.78592 24197.9 0.743136 -9.75027 230.2 4.02568 
26.8 5.7402e+06 578943 4050.24 245.544 -0.608148 0.80029 62335.2 271.69 1.1209 -426837 9.78584 24125.5 0.743168 -9.7502 230.2 4.05024 
26.9 5.7402e+06 578713 4074.79 245.483 -0.602259 0.798294 62143.2 271.531 1.12096 -425585 9.78577 24053.4 0.743202 -9.75013 230.2 4.07479 
27 5.7402e+06 578482 4099.33 245.423 -0.596378 0.796302 61951.8 271.371 1.12103 -424340 9.78569 23981.6 0.743238 -9.75006 230.2 4.09933 
27.1 5.7402e+06 578252 4123.87 245.363 -0.590503 0.794315 61760.9 271.212 1.1211 -423102 9.78562 23910.1 0.743276 -9.74999 230.2 4.12387 
27.2 5.7402e+06 578022 4148.41 245.304 -0.584634 0.792332 61570.5 271.053 1.12117 -421870 9.78554 23838.9 0.743315 -9.74992 230.2 4.14841 
27.3 5.7402e+06 577792 4172.93 245.246 -0.578772 0.790353 61380.7 270.894 1.12125 -420644 9.78547 23768.1 0.743356 -9.74985 230.2 4.17293 
27.4 5.7402e+06 577562 4197.46 245.188 -0.572917 0.788378 61191.4 270.734 1.12133 -419425 9.78539 23697.5 0.743399 -9.74978 230.2 4.19746 
27.5 5.7402e+06 577331 4221.97 245.131 -0.567068 0.786408 61002.5 270.575 1.12141 -418213 9.78532 23627.2 0.743444 -9.74971 230.2 4.22197 
27.6 5.7402e+06 577101 4246.48 245.074 -0.561226 0.784441 60814.2 270.416 1.1215 -417007 9.78524 23557.2 0.743491 -9.74964 230.2 4.24648 
27.7 5.7402e+06 576871 4270.99 245.018 -0.55539 0.782479 60626.5 270.257 1.12159 -415807 9.78517 23487.6 0.743539 -9.74956 230.2 4.27099 
27.8 5.7402e+06 576641 4295.49 244.962 -0.54956 0.780522 60439.2 270.098 1.12169 -414613 9.78509 23418.2 0.743589 -9.74949 230.2 4.29549 
27.9 5.7402e+06 576411 4319.98 244.907 -0.543736 0.778568 60252.4 269.939 1.12178 -413425 9.78502 23349.1 0.743642 -9.74942 230.2 4.31998 
28 5.7402e+06 576180 4344.47 244.853 -0.537919 0.776619 60066.2 269.78 1.12188 -412244 9.78494 23280.3 0.743695 -9.74935 230.2 4.34447 
28.1 5.7402e+06 575950 4368.95 244.799 -0.532108 0.774674 59880.4 269.621 1.12199 -411069 9.78486 23211.8 0.743751 -9.74928 230.2 4.36895 
28.2 5.7402e+06 575720 4393.43 244.746 -0.526303 0.772733 59695.2 269.462 1.1221 -409900 9.78479 23143.5 0.743809 -9.74921 230.2 4.39343 
28.3 5.7402e+06 575490 4417.9 244.693 -0.520504 0.770796 59510.5 269.304 1.12221 -408737 9.78471 23075.6 0.743868 -9.74914 230.2 4.4179 
28.4 5.7402e+06 575260 4442.37 244.641 -0.514711 0.768863 59326.3 269.145 1.12232 -407581 9.78464 23008 0.743929 -9.74907 230.2 4.44237 
28.5 5.7402e+06 575029 4466.83 244.59 -0.508923 0.766935 59142.6 268.986 1.12244 -406430 9.78456 22940.6 0.743992 -9.749 230.2 4.46683 
28.6 5.7402e+06 574799 4491.28 244.539 -0.503142 0.76501 58959.3 268.827 1.12256 -405285 9.78449 22873.5 0.744057 -9.74893 230.2 4.49128 
28.7 5.7402e+06 574569 4515.74 244.488 -0.497366 0.76309 58776.6 268.668 1.12268 -404146 9.78441 22806.7 0.744124 -9.74885 230.2 4.51574 
28.8 5.7402e+06 574339 4540.18 244.439 -0.491597 0.761174 58594.4 268.51 1.12281 -403013 9.78434 22740.2 0.744192 -9.74878 230.2 4.54018 
28.9 5.7402e+06 574109 4564.62 244.39 -0.485833 0.759262 58412.7 268.351 1.12294 -401886 9.78427 22673.9 0.744262 -9.74871 230.2 4.56462 
29 5.7402e+06 573878 4589.06 244.341 -0.480074 0.757354 58231.4 268.193 1.12308 -400765 9.78419 22608 0.744334 -9.74864 230.2 4.58906 
29.1 5.7402e+06 573648 4613.49 244.293 -0.474321 0.75545 58050.7 268.034 1.12322 -399650 9.78412 22542.3 0.744408 -9.74857 230.2 4.61349 
29.2 5.7402e+06 573418 4637.92 244.246 -0.468574 0.75355 57870.5 267.875 1.12336 -398540 9.78404 22476.8 0.744484 -9.7485 230.2 4.63792 
29.3 5.7402e+06 573188 4662.34 244.199 -0.462832 0.751654 57690.7 267.717 1.1235 -397437 9.78397 22411.7 0.744561 -9.74843 230.2 4.66234 
29.4 5.7402e+06 572958 4686.76 244.152 -0.457096 0.749762 57511.4 267.558 1.12365 -396339 9.78389 22346.8 0.744641 -9.74836 230.2 4.68676 
29.5 5.7402e+06 572727 4711.17 244.107 -0.451365 0.747874 57332.6 267.4 1.12381 -395246 9.78382 22282.2 0.744722 -9.74829 230.2 4.71117 
29.6 5.7402e+06 572497 4735.58 244.062 -0.44564 0.74599 57154.3 267.242 1.12396 -394160 9.78374 22217.8 0.744805 -9.74821 230.2 4.73558 
29.7 5.7402e+06 572267 4759.98 244.017 -0.439919 0.744111 56976.5 267.083 1.12412 -393079 9.78367 22153.8 0.744889 -9.74814 230.2 4.75998 
29.8 5.7402e+06 572037 4784.38 243.973 -0.434204 0.742235 56799.2 266.925 1.12428 -392003 9.78359 22090 0.744976 -9.74807 230.2 4.78438 
29.9 5.7402e+06 571807 4808.78 243.93 -0.428494 0.740363 56622.3 266.766 1.12445 -390933 9.78352 22026.4 0.745064 -9.748 230.2 4.80878 
30 5.7402e+06 571576 4833.17 243.887 -0.42279 0.738495 56446 266.608 1.12462 -389869 9.78344 21963.1 0.745155 -9.74793 230.2 4.83317 
30.1 5.7402e+06 571346 4857.56 243.844 -0.41709 0.736631 56270.1 266.45 1.12479 -388810 9.78337 21900.1 0.745247 -9.74786 230.2 4.85756 
30.2 5.7402e+06 571116 4881.94 243.803 -0.411396 0.734771 56094.7 266.292 1.12497 -387756 9.78329 21837.3 0.745341 -9.74779 230.2 4.88194 
30.3 5.7402e+06 570886 4906.32 243.762 -0.405706 0.732915 55919.7 266.133 1.12515 -386708 9.78322 21774.8 0.745436 -9.74771 230.2 4.90632 
30.4 5.7402e+06 570656 4930.69 243.721 -0.400022 0.731062 55745.2 265.975 1.12534 -385666 9.78314 21712.5 0.745534 -9.74764 230.2 4.93069 
30.5 5.7402e+06 570425 4955.06 243.681 -0.394342 0.729214 55571.2 265.817 1.12552 -384629 9.78307 21650.5 0.745633 -9.74757 230.2 4.95506 
30.6 5.7402e+06 570195 4979.43 243.642 -0.388667 0.72737 55397.7 265.659 1.12571 -383597 9.78299 21588.8 0.745734 -9.7475 230.2 4.97943 
30.7 5.7402e+06 569965 5003.79 243.603 -0.382997 0.725529 55224.6 265.501 1.12591 -382570 9.78292 21527.3 0.745837 -9.74743 230.2 5.00379 
30.8 5.7402e+06 569735 5028.15 243.564 -0.377332 0.723692 55052 265.343 1.12611 -381549 9.78284 21466 0.745942 -9.74736 230.2 5.02815 
30.9 5.7402e+06 569505 5052.5 243.527 -0.371672 0.721859 54879.9 265.185 1.12631 -380533 9.78277 21405 0.746049 -9.74728 230.2 5.0525 
31 5.7402e+06 569274 5076.85 243.49 -0.366016 0.720031 54708.2 265.027 1.12652 -379522 9.78269 21344.3 0.746157 -9.74721 230.2 5.07685 
31.1 5.7402e+06 569044 5101.2 243.453 -0.360365 0.718205 54537 264.869 1.12673 -378517 9.78262 21283.8 0.746268 -9.74714 230.2 5.1012 
31.2 5.7402e+06 568814 5125.54 243.417 -0.354719 0.716384 54366.3 264.711 1.12694 -377517 9.78255 21223.5 0.74638 -9.74707 230.2 5.12554 
31.3 5.7402e+06 568584 5149.88 243.381 -0.349077 0.714567 54196 264.553 1.12715 -376521 9.78247 21163.5 0.746494 -9.747 230.2 5.14988 
31.4 5.7402e+06 568354 5174.22 243.347 -0.343439 0.712753 54026.1 264.395 1.12737 -375531 9.7824 21103.7 0.74661 -9.74692 230.2 5.17422 
31.5 5.7402e+06 568123 5198.55 243.312 -0.337807 0.710943 53856.8 264.237 1.1276 -374546 9.78232 21044.2 0.746727 -9.74685 230.2 5.19855 
31.6 5.7402e+06 567893 5222.88 243.278 -0.332178 0.709137 53687.9 264.079 1.12783 -373567 9.78225 20984.9 0.746847 -9.74678 230.2 5.22288 
31.7 5.7402e+06 567663 5247.21 243.245 -0.326554 0.707334 53519.4 263.921 1.12806 -372592 9.78217 20925.9 0.746968 -9.74671 230.2 5.24721 
31.8 5.7402e+06 567433 5271.53 243.213 -0.320934 0.705536 53351.4 263.763 1.12829 -371622 9.7821 20867 0.747091 -9.74664 230.2 5.27153 
31.9 5.7402e+06 567203 5295.85 243.18 -0.315319 0.703741 53183.8 263.606 1.12853 -370657 9.78202 20808.5 0.747216 -9.74656 230.2 5.29585 
32 5.7402e+06 566972 5320.17 243.149 -0.309708 0.70195 53016.7 263.448 1.12877 -369697 9.78195 20750.1 0.747343 -9.74649 230.2 5.32017 
32.1 5.7402e+06 566742 5344.48 243.118 -0.304101 0.700163 52850 263.29 1.12902 -368742 9.78187 20692 0.747472 -9.74642 230.2 5.34448 
32.2 5.7402e+06 566512 5368.79 243.088 -0.298498 0.698379 52683.8 263.132 1.12927 -367792 9.7818 20634.1 0.747602 -9.74635 230.2 5.36879 
32.3 5.7402e+06 566282 5393.1 243.058 -0.292899 0.696599 52518 262.974 1.12952 -366847 9.78173 20576.5 0.747735 -9.74628 230.2 5.3931 
