Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
270.6 2.15e+06 42157.1 690767 5852.44 43.0224 1.10065e-06 0.210779 667.987 0.0666532 -19.8304 7.97688 18.8492 11.2966 -3.10537 57.7 690.767 
270.7 2.15e+06 42099.4 691353 5856.74 43.0936 1.09856e-06 0.210513 668.407 0.066625 -19.8136 7.97556 18.8412 11.3014 -3.09732 57.7 691.353 
270.8 2.15e+06 42041.7 691939 5861.05 43.165 1.09648e-06 0.210246 668.827 0.0665967 -19.7968 7.97424 18.8332 11.3061 -3.08926 57.7 691.939 
270.9 2.15e+06 41984 692525 5865.37 43.2366 1.0944e-06 0.209979 669.247 0.0665684 -19.7799 7.97292 18.8251 11.3109 -3.08118 57.7 692.525 
271 2.15e+06 41926.3 693112 5869.69 43.3084 1.09232e-06 0.209712 669.668 0.0665401 -19.763 7.97159 18.8171 11.3157 -3.07309 57.7 693.112 
271.1 2.15e+06 41868.6 693699 5874.02 43.3804 1.09025e-06 0.209445 670.089 0.0665117 -19.7461 7.97027 18.809 11.3205 -3.06498 57.7 693.699 
271.2 2.15e+06 41810.9 694286 5878.36 43.4526 1.08817e-06 0.209177 670.51 0.0664832 -19.7292 7.96894 18.8009 11.3253 -3.05685 57.7 694.286 
271.3 2.15e+06 41753.2 694874 5882.71 43.525 1.0861e-06 0.20891 670.932 0.0664548 -19.7123 7.96762 18.7928 11.3301 -3.04871 57.7 694.874 
271.4 2.15e+06 41695.5 695463 5887.06 43.5976 1.08402e-06 0.208642 671.353 0.0664263 -19.6954 7.96629 18.7847 11.3349 -3.04055 57.7 695.463 
271.5 2.15e+06 41637.8 696052 5891.42 43.6704 1.08195e-06 0.208374 671.775 0.0663978 -19.6784 7.96497 18.7766 11.3397 -3.03237 57.7 696.052 
271.6 2.15e+06 41580.1 696641 5895.79 43.7433 1.07988e-06 0.208106 672.198 0.0663692 -19.6614 7.96364 18.7685 11.3446 -3.02417 57.7 696.641 
271.7 2.15e+06 41522.4 697231 5900.16 43.8165 1.07781e-06 0.207838 672.62 0.0663406 -19.6444 7.96231 18.7603 11.3494 -3.01596 57.7 697.231 
271.8 2.15e+06 41464.7 697821 5904.54 43.8899 1.07574e-06 0.207569 673.043 0.066312 -19.6274 7.96098 18.7522 11.3543 -3.00774 57.7 697.821 
271.9 2.15e+06 41407 698412 5908.93 43.9635 1.07368e-06 0.207301 673.466 0.0662833 -19.6103 7.95966 18.744 11.3592 -2.99949 57.7 698.412 
272 2.15e+06 41349.3 699003 5913.33 44.0373 1.07161e-06 0.207032 673.889 0.0662546 -19.5933 7.95833 18.7358 11.364 -2.99123 57.7 699.003 
272.1 2.15e+06 41291.6 699595 5917.73 44.1113 1.06955e-06 0.206764 674.312 0.0662259 -19.5762 7.957 18.7276 11.3689 -2.98295 57.7 699.595 
272.2 2.15e+06 41233.9 700187 5922.14 44.1854 1.06749e-06 0.206495 674.736 0.0661971 -19.5591 7.95566 18.7193 11.3738 -2.97466 57.7 700.187 
272.3 2.15e+06 41176.2 700779 5926.56 44.2598 1.06543e-06 0.206225 675.16 0.0661683 -19.542 7.95433 18.7111 11.3788 -2.96634 57.7 700.779 
272.4 2.15e+06 41118.5 701372 5930.99 44.3344 1.06337e-06 0.205956 675.584 0.0661395 -19.5248 7.953 18.7028 11.3837 -2.95801 57.7 701.372 
272.5 2.15e+06 41060.8 701965 5935.42 44.4093 1.06131e-06 0.205687 676.008 0.0661106 -19.5077 7.95167 18.6946 11.3886 -2.94967 57.7 701.965 
272.6 2.15e+06 41003.1 702559 5939.86 44.4843 1.05925e-06 0.205417 676.433 0.0660817 -19.4905 7.95033 18.6863 11.3936 -2.9413 57.7 702.559 
272.7 2.15e+06 40945.4 703153 5944.31 44.5595 1.0572e-06 0.205148 676.858 0.0660528 -19.4733 7.949 18.678 11.3985 -2.93292 57.7 703.153 
272.8 2.15e+06 40887.7 703748 5948.77 44.6349 1.05515e-06 0.204878 677.283 0.0660238 -19.4561 7.94767 18.6697 11.4035 -2.92452 57.7 703.748 
272.9 2.15e+06 40830 704343 5953.23 44.7106 1.05309e-06 0.204608 677.708 0.0659948 -19.4389 7.94633 18.6613 11.4084 -2.9161 57.7 704.343 
273 2.15e+06 40772.3 704939 5957.7 44.7864 1.05104e-06 0.204337 678.134 0.0659658 -19.4216 7.94499 18.653 11.4134 -2.90767 57.7 704.939 
273.1 2.15e+06 40714.6 705535 5962.18 44.8625 1.04899e-06 0.204067 678.56 0.0659367 -19.4043 7.94366 18.6446 11.4184 -2.89922 57.7 705.535 
273.2 2.15e+06 40656.9 706131 5966.67 44.9388 1.04695e-06 0.203797 678.986 0.0659076 -19.387 7.94232 18.6362 11.4234 -2.89075 57.7 706.131 
273.3 2.15e+06 40599.2 706728 5971.16 45.0153 1.0449e-06 0.203526 679.412 0.0658784 -19.3697 7.94098 18.6278 11.4284 -2.88226 57.7 706.728 
273.4 2.15e+06 40541.5 707325 5975.66 45.092 1.04285e-06 0.203255 679.839 0.0658492 -19.3524 7.93964 18.6194 11.4335 -2.87376 57.7 707.325 
273.5 2.15e+06 40483.8 707923 5980.17 45.1689 1.04081e-06 0.202984 680.265 0.06582 -19.335 7.9383 18.6109 11.4385 -2.86524 57.7 707.923 
273.6 2.15e+06 40426.1 708521 5984.69 45.246 1.03877e-06 0.202713 680.693 0.0657907 -19.3177 7.93696 18.6025 11.4436 -2.8567 57.7 708.521 
273.7 2.15e+06 40368.4 709120 5989.21 45.3234 1.03673e-06 0.202442 681.12 0.0657615 -19.3003 7.93562 18.594 11.4486 -2.84814 57.7 709.12 
273.8 2.15e+06 40310.7 709719 5993.74 45.401 1.03469e-06 0.20217 681.548 0.0657321 -19.2829 7.93428 18.5855 11.4537 -2.83956 57.7 709.719 
273.9 2.15e+06 40253 710319 5998.28 45.4788 1.03265e-06 0.201898 681.975 0.0657028 -19.2654 7.93294 18.577 11.4588 -2.83097 57.7 710.319 
274 2.15e+06 40195.3 710919 6002.83 45.5568 1.03061e-06 0.201627 682.404 0.0656734 -19.248 7.93159 18.5685 11.4639 -2.82235 57.7 710.919 
274.1 2.15e+06 40137.6 711519 6007.39 45.635 1.02858e-06 0.201355 682.832 0.0656439 -19.2305 7.93025 18.56 11.469 -2.81372 57.7 711.519 
274.2 2.15e+06 40079.9 712120 6011.95 45.7135 1.02654e-06 0.201083 683.26 0.0656145 -19.213 7.92891 18.5514 11.4741 -2.80507 57.7 712.12 
274.3 2.15e+06 40022.2 712722 6016.52 45.7922 1.02451e-06 0.20081 683.689 0.065585 -19.1955 7.92756 18.5428 11.4792 -2.79641 57.7 712.722 
274.4 2.15e+06 39964.5 713324 6021.1 45.8711 1.02248e-06 0.200538 684.118 0.0655554 -19.178 7.92622 18.5343 11.4843 -2.78772 57.7 713.324 
274.5 2.15e+06 39906.8 713926 6025.69 45.9502 1.02045e-06 0.200265 684.548 0.0655258 -19.1604 7.92487 18.5256 11.4895 -2.77902 57.7 713.926 
274.6 2.15e+06 39849.1 714529 6030.28 46.0296 1.01842e-06 0.199993 684.977 0.0654962 -19.1428 7.92352 18.517 11.4946 -2.7703 57.7 714.529 
274.7 2.15e+06 39791.4 715132 6034.89 46.1091 1.01639e-06 0.19972 685.407 0.0654666 -19.1252 7.92218 18.5084 11.4998 -2.76155 57.7 715.132 
274.8 2.15e+06 39733.7 715736 6039.5 46.189 1.01436e-06 0.199447 685.838 0.0654369 -19.1076 7.92083 18.4997 11.505 -2.7528 57.7 715.736 
274.9 2.15e+06 39676 716340 6044.12 46.269 1.01234e-06 0.199173 686.268 0.0654072 -19.09 7.91948 18.491 11.5102 -2.74402 57.7 716.34 
275 2.15e+06 39618.3 716944 6048.74 46.3493 1.01031e-06 0.1989 686.699 0.0653774 -19.0723 7.91813 18.4823 11.5153 -2.73522 57.7 716.944 
275.1 2.15e+06 39560.6 717550 6053.38 46.4298 1.00829e-06 0.198626 687.129 0.0653476 -19.0546 7.91678 18.4736 11.5206 -2.7264 57.7 717.55 
275.2 2.15e+06 39502.9 718155 6058.02 46.5105 1.00627e-06 0.198353 687.561 0.0653178 -19.0369 7.91543 18.4649 11.5258 -2.71757 57.7 718.155 
275.3 2.15e+06 39445.2 718761 6062.67 46.5915 1.00425e-06 0.198079 687.992 0.065288 -19.0192 7.91407 18.4561 11.531 -2.70872 57.7 718.761 
275.4 2.15e+06 39387.5 719368 6067.33 46.6727 1.00223e-06 0.197805 688.424 0.0652581 -19.0015 7.91272 18.4474 11.5363 -2.69984 57.7 719.368 
275.5 2.15e+06 39329.8 719975 6072 46.7541 1.00022e-06 0.19753 688.856 0.0652281 -18.9837 7.91137 18.4386 11.5415 -2.69095 57.7 719.975 
275.6 2.15e+06 39272.1 720582 6076.67 46.8358 9.98201e-07 0.197256 689.288 0.0651982 -18.9659 7.91002 18.4298 11.5468 -2.68204 57.7 720.582 
275.7 2.15e+06 39214.4 721190 6081.36 46.9177 9.96186e-07 0.196982 689.72 0.0651682 -18.9481 7.90866 18.4209 11.5521 -2.67311 57.7 721.19 
275.8 2.15e+06 39156.7 721798 6086.05 46.9998 9.94173e-07 0.196707 690.153 0.0651381 -18.9303 7.90731 18.4121 11.5573 -2.66416 57.7 721.798 
275.9 2.15e+06 39099 722407 6090.75 47.0822 9.92162e-07 0.196432 690.586 0.065108 -18.9124 7.90595 18.4032 11.5626 -2.65519 57.7 722.407 
276 2.15e+06 39041.3 723016 6095.46 47.1648 9.90151e-07 0.196157 691.019 0.0650779 -18.8946 7.90459 18.3943 11.5679 -2.6462 57.7 723.016 
276.1 2.15e+06 38983.6 723626 6100.17 47.2477 9.88142e-07 0.195882 691.453 0.0650478 -18.8767 7.90324 18.3854 11.5733 -2.6372 57.7 723.626 
276.2 2.15e+06 38925.9 724237 6104.9 47.3308 9.86134e-07 0.195606 691.887 0.0650176 -18.8587 7.90188 18.3765 11.5786 -2.62817 57.7 724.237 
276.3 2.15e+06 38868.2 724847 6109.63 47.4142 9.84128e-07 0.195331 692.321 0.0649874 -18.8408 7.90052 18.3676 11.5839 -2.61912 57.7 724.847 
276.4 2.15e+06 38810.5 725458 6114.37 47.4978 9.82123e-07 0.195055 692.755 0.0649571 -18.8228 7.89916 18.3586 11.5893 -2.61006 57.7 725.458 
276.5 2.15e+06 38752.8 726070 6119.12 47.5816 9.80119e-07 0.194779 693.189 0.0649268 -18.8049 7.8978 18.3496 11.5947 -2.60097 57.7 726.07 
276.6 2.15e+06 38695.1 726682 6123.88 47.6657 9.78116e-07 0.194503 693.624 0.0648965 -18.7869 7.89644 18.3406 11.6 -2.59186 57.7 726.682 
276.7 2.15e+06 38637.4 727295 6128.65 47.75 9.76115e-07 0.194227 694.059 0.0648661 -18.7688 7.89508 18.3316 11.6054 -2.58274 57.7 727.295 
276.8 2.15e+06 38579.7 727908 6133.42 47.8346 9.74115e-07 0.193951 694.495 0.0648357 -18.7508 7.89371 18.3226 11.6108 -2.57359 57.7 727.908 
276.9 2.15e+06 38522 728522 6138.21 47.9195 9.72117e-07 0.193674 694.93 0.0648053 -18.7327 7.89235 18.3135 11.6163 -2.56443 57.7 728.522 
277 2.15e+06 38464.3 729136 6143 48.0045 9.70119e-07 0.193397 695.366 0.0647748 -18.7146 7.89099 18.3044 11.6217 -2.55524 57.7 729.136 
277.1 2.15e+06 38406.6 729750 6147.8 48.0899 9.68123e-07 0.193121 695.802 0.0647443 -18.6965 7.88962 18.2953 11.6271 -2.54603 57.7 729.75 
277.2 2.15e+06 38348.9 730365 6152.61 48.1755 9.66129e-07 0.192843 696.239 0.0647138 -18.6784 7.88826 18.2862 11.6326 -2.53681 57.7 730.365 
277.3 2.15e+06 38291.2 730981 6157.43 48.2613 9.64135e-07 0.192566 696.675 0.0646832 -18.6602 7.88689 18.2771 11.638 -2.52756 57.7 730.981 
277.4 2.15e+06 38233.5 731597 6162.25 48.3474 9.62143e-07 0.192289 697.112 0.0646526 -18.642 7.88553 18.2679 11.6435 -2.51829 57.7 731.597 
277.5 2.15e+06 38175.8 732213 6167.09 48.4338 9.60152e-07 0.192011 697.549 0.0646219 -18.6238 7.88416 18.2587 11.649 -2.50901 57.7 732.213 
277.6 2.15e+06 38118.1 732830 6171.93 48.5204 9.58162e-07 0.191734 697.987 0.0645912 -18.6056 7.88279 18.2495 11.6545 -2.4997 57.7 732.83 
277.7 2.15e+06 38060.4 733448 6176.78 48.6073 9.56174e-07 0.191456 698.424 0.0645605 -18.5873 7.88142 18.2403 11.66 -2.49037 57.7 733.448 
277.8 2.15e+06 38002.7 734065 6181.64 48.6944 9.54187e-07 0.191178 698.862 0.0645297 -18.569 7.88005 18.231 11.6655 -2.48102 57.7 734.065 
277.9 2.15e+06 37945 734684 6186.51 48.7818 9.52201e-07 0.190899 699.301 0.0644989 -18.5507 7.87868 18.2218 11.671 -2.47165 57.7 734.684 
278 2.15e+06 37887.3 735303 6191.39 48.8695 9.50216e-07 0.190621 699.739 0.0644681 -18.5324 7.87731 18.2125 11.6766 -2.46226 57.7 735.303 
278.1 2.15e+06 37829.6 735922 6196.28 48.9574 9.48233e-07 0.190342 700.178 0.0644372 -18.5141 7.87594 18.2032 11.6821 -2.45285 57.7 735.922 
278.2 2.15e+06 37771.9 736542 6201.17 49.0456 9.46251e-07 0.190064 700.617 0.0644063 -18.4957 7.87457 18.1938 11.6877 -2.44341 57.7 736.542 
278.3 2.15e+06 37714.2 737162 6206.08 49.1341 9.4427e-07 0.189785 701.056 0.0643753 -18.4773 7.87319 18.1845 11.6933 -2.43396 57.7 737.162 
278.4 2.15e+06 37656.5 737783 6210.99 49.2228 9.42291e-07 0.189506 701.496 0.0643443 -18.4589 7.87182 18.1751 11.6989 -2.42448 57.7 737.783 
278.5 2.15e+06 37598.8 738405 6215.91 49.3118 9.40313e-07 0.189226 701.936 0.0643133 -18.4405 7.87045 18.1657 11.7045 -2.41499 57.7 738.405 
278.6 2.15e+06 37541.1 739026 6220.84 49.401 9.38336e-07 0.188947 702.376 0.0642823 -18.422 7.86907 18.1563 11.7101 -2.40547 57.7 739.026 
278.7 2.15e+06 37483.4 739649 6225.78 49.4906 9.3636e-07 0.188667 702.817 0.0642512 -18.4035 7.86769 18.1468 11.7157 -2.39593 57.7 739.649 
278.8 2.15e+06 37425.7 740272 6230.73 49.5804 9.34386e-07 0.188388 703.257 0.06422 -18.385 7.86632 18.1374 11.7213 -2.38637 57.7 740.272 
278.9 2.15e+06 37368 740895 6235.69 49.6705 9.32412e-07 0.188108 703.698 0.0641889 -18.3665 7.86494 18.1279 11.727 -2.37679 57.7 740.895 
279 2.15e+06 37310.3 741519 6240.66 49.7608 9.3044e-07 0.187828 704.139 0.0641576 -18.3479 7.86356 18.1184 11.7326 -2.36718 57.7 741.519 
279.1 2.15e+06 37252.6 742143 6245.63 49.8514 9.2847e-07 0.187547 704.581 0.0641264 -18.3293 7.86218 18.1089 11.7383 -2.35756 57.7 742.143 
279.2 2.15e+06 37194.9 742768 6250.62 49.9424 9.265e-07 0.187267 705.023 0.0640951 -18.3107 7.8608 18.0993 11.744 -2.34791 57.7 742.768 
279.3 2.15e+06 37137.2 743393 6255.61 50.0335 9.24532e-07 0.186986 705.465 0.0640638 -18.2921 7.85942 18.0897 11.7497 -2.33824 57.7 743.393 
279.4 2.15e+06 37079.5 744019 6260.62 50.125 9.22565e-07 0.186705 705.907 0.0640324 -18.2734 7.85804 18.0801 11.7554 -2.32855 57.7 744.019 
279.5 2.15e+06 37021.8 744645 6265.63 50.2168 9.20599e-07 0.186424 706.35 0.064001 -18.2547 7.85666 18.0705 11.7612 -2.31884 57.7 744.645 
279.6 2.15e+06 36964.1 745272 6270.65 50.3088 9.18635e-07 0.186143 706.793 0.0639696 -18.236 7.85528 18.0609 11.7669 -2.3091 57.7 745.272 
279.7 2.15e+06 36906.4 745899 6275.68 50.4011 9.16671e-07 0.185862 707.236 0.0639381 -18.2173 7.85389 18.0512 11.7726 -2.29935 57.7 745.899 
279.8 2.15e+06 36848.7 746527 6280.72 50.4937 9.14709e-07 0.18558 707.679 0.0639066 -18.1985 7.85251 18.0415 11.7784 -2.28957 57.7 746.527 
279.9 2.15e+06 36791 747156 6285.77 50.5866 9.12749e-07 0.185299 708.123 0.0638751 -18.1798 7.85112 18.0318 11.7842 -2.27976 57.7 747.156 
280 2.15e+06 36733.3 747784 6290.83 50.6798 9.10789e-07 0.185017 708.567 0.0638435 -18.161 7.84974 18.022 11.79 -2.26994 57.7 747.784 
280.1 2.15e+06 36675.6 748414 6295.9 50.7733 9.08831e-07 0.184735 709.011 0.0638119 -18.1421 7.84835 18.0123 11.7958 -2.26009 57.7 748.414 
280.2 2.15e+06 36617.9 749044 6300.98 50.867 9.06874e-07 0.184452 709.456 0.0637802 -18.1233 7.84697 18.0025 11.8016 -2.25022 57.7 749.044 
280.3 2.15e+06 36560.2 749674 6306.06 50.9611 9.04918e-07 0.18417 709.901 0.0637485 -18.1044 7.84558 17.9927 11.8074 -2.24033 57.7 749.674 
280.4 2.15e+06 36502.5 750305 6311.16 51.0554 9.02963e-07 0.183887 710.346 0.0637168 -18.0855 7.84419 17.9828 11.8132 -2.23042 57.7 750.305 
280.5 2.15e+06 36444.8 750936 6316.26 51.1501 9.01009e-07 0.183605 710.791 0.063685 -18.0666 7.8428 17.973 11.8191 -2.22048 57.7 750.936 
280.6 2.15e+06 36387.1 751568 6321.38 51.245 8.99057e-07 0.183322 711.237 0.0636532 -18.0476 7.84141 17.9631 11.825 -2.21052 57.7 751.568 
280.7 2.15e+06 36329.4 752200 6326.5 51.3402 8.97106e-07 0.183039 711.683 0.0636213 -18.0286 7.84002 17.9532 11.8308 -2.20053 57.7 752.2 
280.8 2.15e+06 36271.7 752833 6331.64 51.4358 8.95156e-07 0.182755 712.129 0.0635894 -18.0096 7.83863 17.9432 11.8367 -2.19053 57.7 752.833 
280.9 2.15e+06 36214 753467 6336.78 51.5316 8.93208e-07 0.182472 712.576 0.0635575 -17.9906 7.83724 17.9333 11.8426 -2.1805 57.7 753.467 
281 2.15e+06 36156.3 754101 6341.93 51.6277 8.9126e-07 0.182188 713.023 0.0635256 -17.9715 7.83584 17.9233 11.8485 -2.17044 57.7 754.101 
281.1 2.15e+06 36098.6 754735 6347.1 51.7242 8.89314e-07 0.181904 713.47 0.0634935 -17.9524 7.83445 17.9133 11.8545 -2.16037 57.7 754.735 
281.2 2.15e+06 36040.9 755370 6352.27 51.8209 8.87369e-07 0.18162 713.917 0.0634615 -17.9333 7.83305 17.9033 11.8604 -2.15027 57.7 755.37 
281.3 2.15e+06 35983.2 756006 6357.45 51.918 8.85425e-07 0.181336 714.365 0.0634294 -17.9142 7.83166 17.8932 11.8664 -2.14014 57.7 756.006 
281.4 2.15e+06 35925.5 756642 6362.64 52.0153 8.83482e-07 0.181052 714.813 0.0633973 -17.895 7.83026 17.8831 11.8723 -2.13 57.7 756.642 
281.5 2.15e+06 35867.8 757278 6367.85 52.113 8.81541e-07 0.180767 715.261 0.0633652 -17.8758 7.82886 17.873 11.8783 -2.11983 57.7 757.278 
281.6 2.15e+06 35810.1 757915 6373.06 52.211 8.79601e-07 0.180482 715.71 0.063333 -17.8566 7.82747 17.8629 11.8843 -2.10963 57.7 757.915 
281.7 2.15e+06 35752.4 758553 6378.28 52.3093 8.77662e-07 0.180197 716.158 0.0633007 -17.8374 7.82607 17.8527 11.8903 -2.09941 57.7 758.553 
281.8 2.15e+06 35694.7 759191 6383.51 52.4079 8.75724e-07 0.179912 716.608 0.0632685 -17.8181 7.82467 17.8425 11.8964 -2.08917 57.7 759.191 
281.9 2.15e+06 35637 759829 6388.75 52.5068 8.73787e-07 0.179627 717.057 0.0632362 -17.7988 7.82327 17.8323 11.9024 -2.0789 57.7 759.829 
282 2.15e+06 35579.3 760469 6394 52.6061 8.71852e-07 0.179341 717.507 0.0632038 -17.7795 7.82187 17.8221 11.9084 -2.06861 57.7 760.469 
282.1 2.15e+06 35521.6 761108 6399.26 52.7056 8.69917e-07 0.179056 717.957 0.0631714 -17.7602 7.82047 17.8118 11.9145 -2.0583 57.7 761.108 
282.2 2.15e+06 35463.9 761748 6404.53 52.8055 8.67984e-07 0.17877 718.407 0.063139 -17.7408 7.81906 17.8015 11.9206 -2.04796 57.7 761.748 
282.3 2.15e+06 35406.2 762389 6409.81 52.9057 8.66052e-07 0.178484 718.857 0.0631065 -17.7214 7.81766 17.7912 11.9267 -2.03759 57.7 762.389 
282.4 2.15e+06 35348.5 763030 6415.1 53.0062 8.64121e-07 0.178198 719.308 0.063074 -17.702 7.81626 17.7808 11.9328 -2.0272 57.7 763.03 
282.5 2.15e+06 35290.8 763672 6420.4 53.1071 8.62192e-07 0.177911 719.759 0.0630415 -17.6825 7.81485 17.7705 11.9389 -2.01679 57.7 763.672 
282.6 2.15e+06 35233.1 764314 6425.71 53.2082 8.60263e-07 0.177625 720.211 0.0630089 -17.663 7.81345 17.7601 11.945 -2.00635 57.7 764.314 
282.7 2.15e+06 35175.4 764957 6431.03 53.3098 8.58336e-07 0.177338 720.663 0.0629763 -17.6435 7.81204 17.7496 11.9512 -1.99589 57.7 764.957 
282.8 2.15e+06 35117.7 765601 6436.37 53.4116 8.5641e-07 0.177051 721.115 0.0629436 -17.624 7.81063 17.7392 11.9573 -1.9854 57.7 765.601 
282.9 2.15e+06 35060 766245 6441.71 53.5138 8.54485e-07 0.176764 721.567 0.0629109 -17.6044 7.80923 17.7287 11.9635 -1.97489 57.7 766.245 
283 2.15e+06 35002.3 766889 6447.06 53.6163 8.52561e-07 0.176476 722.02 0.0628782 -17.5848 7.80782 17.7182 11.9697 -1.96435 57.7 766.889 
283.1 2.15e+06 34944.6 767534 6452.42 53.7191 8.50639e-07 0.176189 722.472 0.0628454 -17.5652 7.80641 17.7076 11.9759 -1.95379 57.7 767.534 
283.2 2.15e+06 34886.9 768180 6457.79 53.8223 8.48717e-07 0.175901 722.926 0.0628126 -17.5455 7.805 17.6971 11.9821 -1.9432 57.7 768.18 
283.3 2.15e+06 34829.2 768826 6463.17 53.9258 8.46797e-07 0.175613 723.379 0.0627797 -17.5259 7.80359 17.6865 11.9883 -1.93259 57.7 768.826 
283.4 2.15e+06 34771.5 769472 6468.57 54.0296 8.44878e-07 0.175325 723.833 0.0627469 -17.5061 7.80218 17.6758 11.9945 -1.92195 57.7 769.472 
283.5 2.15e+06 34713.8 770119 6473.97 54.1338 8.4296e-07 0.175037 724.287 0.0627139 -17.4864 7.80076 17.6652 12.0008 -1.91128 57.7 770.119 
283.6 2.15e+06 34656.1 770767 6479.38 54.2383 8.41043e-07 0.174748 724.741 0.0626809 -17.4667 7.79935 17.6545 12.0071 -1.90059 57.7 770.767 
283.7 2.15e+06 34598.4 771415 6484.81 54.3432 8.39127e-07 0.17446 725.196 0.0626479 -17.4469 7.79794 17.6438 12.0134 -1.88987 57.7 771.415 
283.8 2.15e+06 34540.7 772064 6490.24 54.4484 8.37213e-07 0.174171 725.651 0.0626149 -17.427 7.79652 17.6331 12.0197 -1.87913 57.7 772.064 
283.9 2.15e+06 34483 772713 6495.69 54.554 8.35299e-07 0.173882 726.106 0.0625818 -17.4072 7.7951 17.6223 12.026 -1.86836 57.7 772.713 
284 2.15e+06 34425.3 773363 6501.14 54.6599 8.33387e-07 0.173593 726.562 0.0625487 -17.3873 7.79369 17.6115 12.0323 -1.85757 57.7 773.363 
284.1 2.15e+06 34367.6 774013 6506.61 54.7662 8.31476e-07 0.173303 727.018 0.0625155 -17.3674 7.79227 17.6007 12.0386 -1.84675 57.7 774.013 
284.2 2.15e+06 34309.9 774664 6512.08 54.8728 8.29566e-07 0.173014 727.474 0.0624823 -17.3475 7.79085 17.5898 12.045 -1.8359 57.7 774.664 
284.3 2.15e+06 34252.2 775316 6517.57 54.9798 8.27657e-07 0.172724 727.93 0.062449 -17.3275 7.78943 17.5789 12.0514 -1.82502 57.7 775.316 
284.4 2.15e+06 34194.5 775968 6523.07 55.0871 8.2575e-07 0.172434 728.387 0.0624157 -17.3075 7.78801 17.568 12.0577 -1.81412 57.7 775.968 
284.5 2.15e+06 34136.8 776620 6528.58 55.1948 8.23843e-07 0.172144 728.844 0.0623824 -17.2875 7.78659 17.5571 12.0641 -1.8032 57.7 776.62 
284.6 2.15e+06 34079.1 777274 6534.1 55.3029 8.21938e-07 0.171853 729.302 0.062349 -17.2675 7.78517 17.5461 12.0705 -1.79224 57.7 777.274 
284.7 2.15e+06 34021.4 777927 6539.63 55.4113 8.20033e-07 0.171563 729.759 0.0623156 -17.2474 7.78375 17.5351 12.077 -1.78126 57.7 777.927 
284.8 2.15e+06 33963.7 778582 6545.17 55.5201 8.1813e-07 0.171272 730.217 0.0622822 -17.2273 7.78233 17.524 12.0834 -1.77025 57.7 778.582 
284.9 2.15e+06 33906 779236 6550.72 55.6292 8.16228e-07 0.170981 730.676 0.0622487 -17.2071 7.7809 17.513 12.0899 -1.75922 57.7 779.236 
285 2.15e+06 33848.3 779892 6556.28 55.7388 8.14327e-07 0.17069 731.134 0.0622152 -17.187 7.77948 17.5019 12.0963 -1.74816 57.7 779.892 
285.1 2.15e+06 33790.6 780548 6561.86 55.8486 8.12427e-07 0.170399 731.593 0.0621816 -17.1668 7.77805 17.4907 12.1028 -1.73707 57.7 780.548 
285.2 2.15e+06 33732.9 781204 6567.44 55.9589 8.10529e-07 0.170107 732.052 0.062148 -17.1465 7.77663 17.4796 12.1093 -1.72595 57.7 781.204 
285.3 2.15e+06 33675.2 781861 6573.04 56.0695 8.08631e-07 0.169815 732.512 0.0621143 -17.1263 7.7752 17.4684 12.1158 -1.71481 57.7 781.861 
285.4 2.15e+06 33617.5 782519 6578.64 56.1805 8.06734e-07 0.169523 732.972 0.0620806 -17.106 7.77377 17.4572 12.1224 -1.70364 57.7 782.519 
285.5 2.15e+06 33559.8 783177 6584.26 56.2919 8.04839e-07 0.169231 733.432 0.0620469 -17.0857 7.77234 17.4459 12.1289 -1.69244 57.7 783.177 
285.6 2.15e+06 33502.1 783836 6589.89 56.4037 8.02945e-07 0.168939 733.892 0.0620131 -17.0653 7.77091 17.4346 12.1355 -1.68121 57.7 783.836 
285.7 2.15e+06 33444.4 784495 6595.53 56.5158 8.01052e-07 0.168647 734.353 0.0619793 -17.0449 7.76948 17.4233 12.1421 -1.66995 57.7 784.495 
285.8 2.15e+06 33386.7 785155 6601.18 56.6284 7.9916e-07 0.168354 734.814 0.0619454 -17.0245 7.76805 17.4119 12.1487 -1.65867 57.7 785.155 
285.9 2.15e+06 33329 785815 6606.85 56.7413 7.97269e-07 0.168061 735.275 0.0619115 -17.0041 7.76662 17.4006 12.1553 -1.64736 57.7 785.815 
286 2.15e+06 33271.3 786476 6612.52 56.8546 7.95379e-07 0.167768 735.737 0.0618776 -16.9836 7.76519 17.3891 12.1619 -1.63602 57.7 786.476 
286.1 2.15e+06 33213.6 787138 6618.21 56.9683 7.9349e-07 0.167475 736.199 0.0618436 -16.9631 7.76375 17.3777 12.1685 -1.62465 57.7 787.138 
286.2 2.15e+06 33155.9 787800 6623.9 57.0824 7.91602e-07 0.167181 736.661 0.0618096 -16.9426 7.76232 17.3662 12.1752 -1.61325 57.7 787.8 
286.3 2.15e+06 33098.2 788462 6629.61 57.1969 7.89716e-07 0.166887 737.124 0.0617756 -16.922 7.76088 17.3547 12.1818 -1.60183 57.7 788.462 
286.4 2.15e+06 33040.5 789126 6635.33 57.3117 7.8783e-07 0.166593 737.587 0.0617414 -16.9014 7.75945 17.3431 12.1885 -1.59037 57.7 789.126 
